7.970070860330000073e+01,6.667972755690000213e+02
9.827354415519999975e+01,1.017362281599999960e+03
7.609572324929999354e+01,6.219388269160000391e+02
4.995163545719999831e+01,2.910128773669999873e+02
3.631374800559999727e+01,1.479775558640000099e+02
6.180012843339999762e+01,4.153278120219999892e+02
8.947759583129999328e+01,8.474150140240000155e+02
2.914382914369999966e+01,9.235190956300000664e+01
1.006793058523000042e+02,1.056205250969999952e+03
4.674531596260000299e+01,2.439087783829999978e+02
3.039605995690000029e+01,1.189367122249999937e+02
1.007709380144000022e+02,1.037550540409999940e+03
3.477748646463000082e+00,6.445084989819999777e+00
4.882308520849999667e+01,2.570588857220000136e+02
5.780585541650000181e+01,3.562734470550000196e+02
9.315264911990000485e+01,9.299450488109999924e+02
1.025055401942000088e+01,3.375773672380000079e+01
4.832559552000000025e+01,2.447352038610000022e+02
8.102992888219999656e+01,6.957971886169999607e+02
5.999929549189999989e+01,3.859956471610000222e+02
9.700582955039999433e+01,9.817182858690000558e+02
2.990317735589999870e+01,1.012290062277999994e+02
2.605271281710000153e+01,8.797857035869999720e+01
7.516206070360000524e+01,5.875215509959999736e+02
1.020385613199999995e+02,1.085251497340000014e+03
6.856728213500000280e+00,8.378074244829999628e+00
3.213706608140000043e+01,1.250136301980000013e+02
8.914065814820000355e+01,8.442975435790000347e+02
3.366374146719999771e+01,1.346065122409999901e+02
4.870380820159999757e+01,2.703575059469999928e+02
2.383652975769999927e+01,5.518468071579999901e+01
6.018702293140000137e+01,3.917958551379999790e+02
3.864584272849999991e+01,1.586576948420000122e+02
2.238695318779999965e+01,9.012607810160000099e+01
2.496693937219999881e+01,8.672321557159999372e+01
7.127543844790000094e+01,5.337112610389999645e+02
3.049932082694299940e+00,1.749284087339999871e+01
9.101604031169999587e+01,8.462485017400000515e+02
5.530268012799999866e+01,3.438119453090000093e+02
3.380836793909999471e+01,1.310669592369999918e+02
3.974504957839999975e+01,1.757835025910000013e+02
3.549767478599999748e+01,1.502284582549999925e+02
7.229844011469999998e+01,5.411806400279999707e+02
1.150775977300999919e+01,2.115844270070000022e+01
7.334043281799999647e+01,5.624104667929999550e+02
6.058006359729999701e+01,3.878846060469999770e+02
9.148064557870000613e+01,8.788609950139999683e+02
2.146055008580000134e+01,6.194830055749999786e+01
5.880419813729999845e+01,3.798430309269999725e+02
1.943957104740000119e+01,2.794592918429999884e+01
1.459004977010000026e+01,3.566266063119999785e+01
4.987050895109999971e+01,2.658859022859999754e+02
8.733492545000000007e+01,8.013361075870000150e+02
5.008791720629999844e+01,2.811154264720000242e+02
2.835951684269999973e+01,1.071713194689999966e+02
6.052798930760000218e+01,4.145795926370000188e+02
6.719882595709999862e+01,4.746451307550000251e+02
7.212110194610000136e+00,-1.601070664639999919e+00
5.709433453079999765e+01,3.668480798749999963e+02
7.713906996049999520e+01,6.372328842030000260e+02
7.664940462030000390e+01,6.176169805499999939e+02
3.912816121400000213e+01,1.683137804300000084e+02
5.505636037349999867e+01,3.293021619589999887e+02
5.019462963539999834e+01,2.853261944829999948e+02
4.141752101290000354e+01,2.024277722340000025e+02
5.762077138890000327e+01,3.522368011400000114e+02
6.776835802940000519e+01,4.925009823770000139e+02
8.740054673560000253e+01,8.080138719130000027e+02
2.444048002010000076e+01,7.009553745649999712e+01
7.626154610790000277e+01,6.140575046229999998e+02
2.316984788170000087e+01,7.244665309900000238e+01
3.443375484979999612e+01,1.419067778909999902e+02
1.551797863760000062e+01,5.195160019810000307e+01
6.617611953709999995e+00,8.326273552170000869e+00
8.425157368070000530e+01,7.343845794000000069e+02
5.984244975090000196e+01,3.812894399429999908e+02
8.526652380660000574e+01,7.513431383240000514e+02
4.047221100189999987e+01,1.787487390409999932e+02
8.769463400150000609e+01,8.030476234750000231e+02
4.276850206849999836e+01,2.060563246860000106e+02
5.056168509149999934e+00,9.235189147559999867e+00
1.001247091279000045e+02,1.045691958399999976e+03
3.412919912059999916e+01,1.331136635519999913e+02
8.761264095990000556e+01,7.938641632520000258e+02
8.895612871429999302e+01,8.304556426870000223e+02
8.396520122469999592e+01,7.413386682399999472e+02
9.189799655289999691e+01,8.968136567300000479e+02
6.136410474939999915e+01,4.058826901620000172e+02
5.330244800109999659e+01,3.171170368520000125e+02
1.574197347009999959e+01,1.596811749379999945e+01
8.032066625599999554e+01,6.906549580480000259e+02
1.019646405093999988e+02,1.092947661969999899e+03
5.932662532070000339e+01,3.753403051540000206e+02
8.283606809280000505e+01,7.250438496210000494e+02
8.729930475380000132e+01,8.011049709300000359e+02
4.834585962949999782e+01,2.547551725060000081e+02
6.139877989489999521e+00,7.262618288819999712e+00
7.310628353340000274e+01,5.539234550669999635e+02
8.331068289079999545e+01,7.310698476799999526e+02
7.506804369030000146e+01,5.841302108529999941e+02
