9.872416240799999798e+01,2.001796360920000097e+02
3.875761892810000120e+01,7.059066954140000405e+01
3.181684742379999875e+01,6.385413282060000029e+01
1.029584813087000015e+02,1.999073969810000051e+02
6.980974831209999820e+01,1.283111285239999972e+02
6.121569264130000221e+01,1.187857845890000021e+02
5.682107633790000278e+01,1.137627727050000033e+02
8.429608217039999829e+01,1.609852856900000120e+02
8.364869705949999457e+01,1.626194137299999909e+02
8.125281369249999841e+01,1.520038655390000031e+02
1.986348368679999865e+01,3.446759088270000149e+01
9.379914755699999773e+01,1.871852196609999908e+02
5.631273701199999948e+01,1.062206101579999995e+02
7.461878902380000511e+01,1.462718183570000008e+02
2.141059177689999871e+01,4.973641801170000321e+01
6.012434676200000183e+01,1.101237942040000064e+02
8.413468391639999311e+01,1.713093740070000024e+02
8.501525542170000449e+01,1.698299426700000083e+02
3.992490825099999796e+01,7.350145558980000260e+01
4.758712604379999789e+01,9.986937025490000508e+01
2.966235445599999920e+01,5.337323583829999762e+01
7.706505711500000189e+01,1.485191707079999901e+02
2.074057672729999879e+01,4.955187460770000030e+01
9.819743818900001031e+00,1.624378630940000079e+01
2.931736009229999951e+01,6.550066650370000332e+01
8.580411905120000426e+01,1.629166495759999975e+02
4.244653696200000326e+01,8.098420414849999815e+01
7.972812059109999439e+01,1.502691831379999883e+02
4.521585614319999991e+01,8.664529540110000028e+01
9.735857584250000230e+01,1.949560726919999922e+02
4.514178512600000204e+01,9.473273415840000666e+01
6.211248607479999961e+00,1.125141677270000073e+01
9.885673400199999961e+00,1.909638941880000118e+01
1.687577215569999822e+01,3.635444214380000005e+01
6.629740364340000269e+01,1.345057455330000096e+02
6.349251936379999961e+01,1.316988430620000088e+02
8.260728523080000230e+01,1.633103805030000046e+02
8.644436306030000594e+01,1.636032457370000088e+02
5.789207010839999867e+01,1.074002931579999967e+02
6.504594416820000902e+01,1.299694560460000048e+02
6.965375794089999317e+01,1.275191676139999970e+02
6.431981315839999525e+01,1.282174144269999942e+02
5.031955299290000028e+01,1.017194843794000008e+02
8.415098760109999887e+01,1.694324554769999907e+02
9.402151367090000633e+01,1.822368726139999922e+02
1.984346200659999937e+01,3.677723374020000335e+01
7.950643656590000319e+01,1.643729651319999903e+02
7.486570467890000202e+01,1.415754010040000139e+02
1.284808948356999991e+01,2.090332827860000009e+01
3.878971241219999655e+01,7.710859171459999573e+01
3.888869199740000226e+01,7.782132296560000384e+01
9.382944871159999423e+01,1.822415470459999938e+02
1.026207283677999982e+01,9.434372376879998967e+00
3.835928816799999908e+01,8.108635679100000004e+01
8.207925375540000346e+01,1.575917897630000084e+02
2.455345832989999977e+01,5.303075389930000227e+01
8.247642778019999810e+01,1.684419661919999953e+02
5.176796664049999919e+01,1.138972879709999972e+02
5.779386200839999788e+01,1.176918851070000045e+02
9.050352551749999463e+01,1.897442063059999953e+02
4.194913046820000346e+01,7.369722298279999961e+01
1.239561282266999953e+01,2.217903004729999950e+01
1.412118681709999990e+01,3.002295991700000144e+01
4.913555826289999828e+01,9.029244921689999615e+01
8.869757358190000218e+01,1.709246141209999905e+02
5.311029640280000308e+01,9.902054844410000101e+01
1.407366672769999916e+01,2.794632464569999897e+01
2.522813085070000128e+01,5.700414587550000078e+01
7.055395480430000532e+01,1.361652544339999906e+02
1.578718566020000047e+01,3.100622322130000086e+01
4.996549084120000117e+01,1.036055894680000051e+02
7.848540648390000207e+00,1.685727260250000015e+01
4.353733193440000093e+01,8.559066294119999441e+01
2.933046127480000109e+01,5.323180390969999820e+01
4.188472635259999777e+01,8.248177242449999369e+01
9.683826653309999699e+01,1.943243178360000059e+02
6.308165997039999695e+01,1.234951154360000061e+02
5.311396522039999724e+01,1.143523228850000066e+02
2.071868528350000105e+01,4.793760648690000181e+01
8.807303114210000672e+01,1.751332030760000009e+02
4.432150972619999862e+01,8.788923599999999681e+01
3.845154708999999826e+01,7.291899124450000613e+01
7.702102554340000040e+01,1.527786463310000045e+02
9.351972110270000371e+01,1.905939097449999906e+02
3.754059704120000163e+01,6.932685895100000550e+01
9.756166212579999808e+01,1.921449641090000000e+02
5.595626785049999796e+01,1.064468358799999947e+02
8.310643641420000449e+01,1.615294300669999927e+02
5.282275758299999779e+01,1.016988396336000022e+02
6.478172531030000414e+01,1.256473950620000011e+02
6.328610835960000003e+01,1.277633463220000039e+02
8.032069018679999317e+01,1.586774931200000083e+02
1.864635875420000133e+01,3.841060825449999783e+01
7.454061834009999643e+01,1.543234587119999901e+02
6.545239811289999921e+01,1.324339587899999913e+02
8.205983237140000597e+01,1.660969026139999869e+02
7.519769344430000046e+01,1.458985226380000029e+02
7.441775341829999491e+01,1.510942085400000110e+02
3.400882008010000135e+01,6.679687624830000914e+01
4.332528221580000150e+01,8.972368532989999323e+01
